700316; Interruttore di protezione OK <arresto immediato> (=520C-QA1:14) manca; sinumerik_alarm_plc_pmc; 03.06.2020 09:31:17.4830000; 
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.7820000; 13.06.2020 11:14:53.9250000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.7820000; 13.06.2020 11:14:53.9410000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.7820000; 13.06.2020 11:14:53.9570000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.7820000; 13.06.2020 11:14:53.9980000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.7820000; 13.06.2020 11:14:54.0570000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 13.06.2020 11:20:43.1600000; 15.06.2020 06:52:56.5980000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 13.06.2020 12:20:44.6270000; 15.06.2020 07:52:56.9470000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 13.06.2020 12:20:44.6270000; 15.06.2020 07:52:56.9470000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:19.9750000; 15.06.2020 06:53:20.1790000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:19.9750000; 15.06.2020 06:53:20.1790000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:19.9830000; 15.06.2020 06:53:20.1870000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:19.9830000; 15.06.2020 06:53:20.1870000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:19.9850000; 15.06.2020 06:53:20.1890000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:19.9850000; 15.06.2020 06:53:20.1890000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:19.9700000; 15.06.2020 06:53:21.0290000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:19.9700000; 15.06.2020 06:53:21.0440000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:19.9700000; 15.06.2020 06:53:21.1800000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:19.9700000; 15.06.2020 06:53:21.1970000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:19.9700000; 15.06.2020 06:53:21.2120000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:19.9700000; 15.06.2020 06:53:21.2770000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:20.3610000; 15.06.2020 06:53:20.5650000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:20.3610000; 15.06.2020 06:53:20.5650000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:20.3630000; 15.06.2020 06:53:20.5670000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:20.3630000; 15.06.2020 06:53:20.5670000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:20.3650000; 15.06.2020 06:53:20.5690000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 15.06.2020 06:53:20.3650000; 15.06.2020 06:53:20.5690000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:20.3530000; 15.06.2020 06:53:21.5130000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:20.3530000; 15.06.2020 06:53:21.5330000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:20.3530000; 15.06.2020 06:53:21.5490000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:20.3530000; 15.06.2020 06:53:21.5650000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 15.06.2020 06:53:20.3530000; 15.06.2020 06:53:21.6210000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 15.06.2020 06:56:17.3100000; 15.06.2020 06:56:33.3160000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 15.06.2020 07:56:18.6030000; 15.06.2020 07:56:33.9960000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 15.06.2020 07:56:18.6040000; 15.06.2020 07:56:33.9960000
22069; Canale 1: Blocco N25100 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 4923, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 15.06.2020 10:26:11.0290000; 15.06.2020 10:28:31.2470000
; ----- Start Alarmerfassung -----; ; 16.06.2020 08:34:15.9870000; 16.06.2020 08:34:15.9870000
753824; Maschine Ein  T12 fehlt; sinumerik_alarm_plc_pmc; 16.06.2020 08:55:24.1200000; 
703738; Beladetür: Kommunikationsfehler; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.3090000; 
27251; PROFIsafe: F-Modul 1021, Master meldet Fehler CRC; sinumerik_alarm_nck; 16.06.2020 07:55:36.3260000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 6 logische Basisadresse ; sinumerik_alarm_nck_drive; 16.06.2020 07:55:36.3300000; 
27021; Achse X_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse Y_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse Z_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse B_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse A_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse SP1 Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse Q_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse EL1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse ES1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse E_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse ZM1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
27021; Achse Y_2_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 07:55:36.3300000; 
20144; Kanal 1: Satz N64300 Bewegungssynchronaktion: IDS=878 Zugriff auf Systemvariable nicht möglich; sinumerik_alarm_nck; 16.06.2020 07:55:36.3310000; 
27252; PROFIsafe: Slave/Device IM155-6 DP HF V3.1, Bus 1, Lebenszeichen-Fehler; sinumerik_alarm_nck; 16.06.2020 07:55:36.3580000; 
700122; Maschinensteuertafel Schubert MCI-2 ausgefallen; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.4240000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 3 logische Basisadresse ; sinumerik_alarm_nck_drive; 16.06.2020 07:55:36.4300000; 
700316; Schutzschalter i.O. <Sofort Halt> (=520C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.4610000; 
700317; Schutzschalter i.O. <Vorschub-Halt> (=11010C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.4610000; 
700318; Schutzschalter i.O. <Halt nach Taktende> (=700C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.4610000; 
700319; Schutzschalter i.O. <Sofort Halt> (=240C-FC1:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.4610000; 
700320; Schutzschalter i.O. <Sofort Halt> (=240C-FC2:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.4610000; 
700754; Asi-Master 1 Kreis 1: AS-i Power Fail; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.4610000; 
703744; Beladetür: Überlastet (Md> Schwellenmoment Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.5380000; 
705540; Not-Halt am Haupt-Bedienfeld wurde ausgelöst.; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.5720000; 
705541; Not-Halt am Bedienhandgerät HT8 wurde ausgelöst.; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.5720000; 
909010; PROFINET-IO-System(100) Gerätenummer:25 Sammelstörung; ; 16.06.2020 08:55:37.3170000; 
705544; Not-Halt am Werkzeug-Beladesystem wurde ausgelöst.; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.5730000; 
700905; Profibus DPM1: mindestens ein Device im Strang ausgefallen (siehe Alarmprotokoll); sinumerik_alarm_plc_pmc; 16.06.2020 07:55:36.6760000; 
700900; Signalaustausch: Übertragungsfehler zur Zentrale; sinumerik_alarm_plc_pmc; 16.06.2020 07:55:37.7540000; 
909011; DP-Mastersystem(1) Adresse:3 Sammelstörung; ; 16.06.2020 08:55:37.9410000; 
909011; DP-Mastersystem(1) Adresse:6 Sammelstörung; ; 16.06.2020 08:55:37.9410000; 
909011; DP-Mastersystem(1) Adresse:7 Sammelstörung; ; 16.06.2020 08:55:37.9410000; 
909011; DP-Mastersystem(1) Adresse:12 Sammelstörung; ; 16.06.2020 08:55:37.9420000; 
909011; DP-Mastersystem(1) Adresse:17 Sammelstörung; ; 16.06.2020 08:55:37.9420000; 
; ----- Start Alarmerfassung -----; ; 16.06.2020 09:41:16.5300000; 16.06.2020 09:41:16.5300000
909010; PROFINET-IO-System(100) Gerätenummer:25 Sammelstörung; ; 16.06.2020 09:40:44.2640000; 16.06.2020 09:49:48.2060000
705540; Not-Halt am Haupt-Bedienfeld wurde ausgelöst.; sinumerik_alarm_plc_pmc; 16.06.2020 08:40:53.0480000; 16.06.2020 08:51:57.2320000
27251; PROFIsafe: F-Modul 1022, Master meldet Fehler TO; sinumerik_alarm_nck; 16.06.2020 08:40:53.0190000; 16.06.2020 08:50:40.9470000
27021; Achse X_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
27021; Achse Y_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
27021; Achse Z_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
27021; Achse B_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
27021; Achse A_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
27021; Achse SP1 Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
27021; Achse Q_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9510000
27021; Achse EL1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9510000
27021; Achse ES1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9510000
27021; Achse E_1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9510000
27021; Achse ZM1_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
27021; Achse Y_2_ Stop D ausgelöst; sinumerik_alarm_nck; 16.06.2020 08:40:53.0230000; 16.06.2020 08:50:40.9470000
705541; Not-Halt am Bedienhandgerät HT8 wurde ausgelöst.; sinumerik_alarm_plc_pmc; 16.06.2020 08:40:53.0480000; 16.06.2020 08:50:41.2690000
16906; Kanal 1: Programmbeeinflussung: Aktion 'Anwender-Interrupt (Grundstellung)' wegen eines Alarms abgebrochen; sinumerik_alarm_nck; 16.06.2020 08:40:54.3190000; 16.06.2020 08:50:06.1030000
16906; Kanal 2: Programmbeeinflussung: Aktion 'Anwender-Interrupt (Grundstellung)' wegen eines Alarms abgebrochen; sinumerik_alarm_nck; 16.06.2020 08:40:54.3190000; 16.06.2020 08:50:06.1030000
16906; Kanal 3: Programmbeeinflussung: Aktion 'Anwender-Interrupt (Grundstellung)' wegen eines Alarms abgebrochen; sinumerik_alarm_nck; 16.06.2020 08:40:54.3190000; 16.06.2020 08:50:06.1030000
510000; Programm CYCPE1MA nicht fehlerfrei durchgelaufen --> Fehler beseitigen und NCK-Reset auslösen; sinumerik_alarm_plc_pmc; 16.06.2020 08:41:26.2330000; 16.06.2020 08:50:42.3790000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 16.06.2020 08:50:42.4250000; 16.06.2020 08:50:42.4310000
16927; Kanal 2: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 16.06.2020 08:50:42.6890000; 16.06.2020 08:50:44.9250000
700124; Grob-Dämon: Störung der Funktion ServiceLog. Eventuell kein Zugriff auf das Speichermedium.; sinumerik_alarm_plc_pmc; 16.06.2020 08:50:47.6530000; 16.06.2020 08:51:02.4140000
700119; Neues Log-File erstellt; sinumerik_alarm_plc_pmc; 16.06.2020 08:51:05.7810000; 16.06.2020 08:51:51.5440000
700119; Neues Log-File erstellt; sinumerik_alarm_plc_pmc; 16.06.2020 08:51:54.5630000; 16.06.2020 08:51:57.0760000
703736; Beladetür: Im Umrichter liegt eine Störung vor --> siehe Diagnosebild S120; sinumerik_alarm_plc_pmc; 16.06.2020 08:53:17.1090000; 16.06.2020 08:54:31.1030000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.5220000; 16.06.2020 08:53:56.7270000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.5220000; 16.06.2020 08:53:56.7270000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.5300000; 16.06.2020 08:53:56.7350000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.5300000; 16.06.2020 08:53:56.7350000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.5320000; 16.06.2020 08:53:56.7360000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.5320000; 16.06.2020 08:53:56.7370000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.5190000; 16.06.2020 08:53:57.5760000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.5190000; 16.06.2020 08:53:57.5960000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.5190000; 16.06.2020 08:53:57.6800000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.5190000; 16.06.2020 08:53:57.6960000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.5190000; 16.06.2020 08:53:57.7120000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.5190000; 16.06.2020 08:53:57.7280000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.9090000; 16.06.2020 08:53:57.1130000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.9090000; 16.06.2020 08:53:57.1130000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.9110000; 16.06.2020 08:53:57.1150000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.9110000; 16.06.2020 08:53:57.1150000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.9130000; 16.06.2020 08:53:57.1170000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 08:53:56.9130000; 16.06.2020 08:53:57.1170000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.9030000; 16.06.2020 08:53:58.0490000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.9030000; 16.06.2020 08:53:58.0640000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.9030000; 16.06.2020 08:53:58.0800000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.9030000; 16.06.2020 08:53:58.0960000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 08:53:56.9030000; 16.06.2020 08:53:58.1200000
703736; Beladetür: Im Umrichter liegt eine Störung vor --> siehe Diagnosebild S120; sinumerik_alarm_plc_pmc; 16.06.2020 08:54:33.0060000; 16.06.2020 08:57:11.7620000
753824; Maschine Ein  T12 fehlt; sinumerik_alarm_plc_pmc; 16.06.2020 09:58:49.7360000; 
; ----- Start Alarmerfassung -----; ; 16.06.2020 10:02:57.5670000; 16.06.2020 10:02:57.5670000
700116; Grob-Dämon arbeitet nicht; sinumerik_alarm_plc_pmc; 16.06.2020 09:03:22.3410000; 16.06.2020 09:03:55.9070000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.2470000; 16.06.2020 09:04:08.4510000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.2470000; 16.06.2020 09:04:08.4510000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.2550000; 16.06.2020 09:04:08.4590000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.2550000; 16.06.2020 09:04:08.4590000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.2570000; 16.06.2020 09:04:08.4610000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.2570000; 16.06.2020 09:04:08.4610000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.2440000; 16.06.2020 09:04:09.3250000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.2440000; 16.06.2020 09:04:09.3480000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.2440000; 16.06.2020 09:04:09.4370000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.2440000; 16.06.2020 09:04:09.4520000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.6330000; 16.06.2020 09:04:08.8370000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.6330000; 16.06.2020 09:04:08.8370000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.6350000; 16.06.2020 09:04:08.8390000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.6350000; 16.06.2020 09:04:08.8390000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.6370000; 16.06.2020 09:04:08.8410000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 16.06.2020 09:04:08.6370000; 16.06.2020 09:04:08.8410000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.6280000; 16.06.2020 09:04:09.7810000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.6280000; 16.06.2020 09:04:09.7970000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.6280000; 16.06.2020 09:04:09.8130000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.6280000; 16.06.2020 09:04:09.8290000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 16.06.2020 09:04:08.6280000; 16.06.2020 09:04:09.8450000
; ----- Start alarm acquisition -----; ; 16.06.2020 10:04:40.4690000; 16.06.2020 10:04:40.4690000
; ----- Lancement de l'acquisition des alarmes -----; ; 16.06.2020 10:04:43.0740000; 16.06.2020 10:04:43.0740000
; ----- Start Alarmerfassung -----; ; 16.06.2020 10:04:44.8800000; 16.06.2020 10:04:44.8800000
; ----- Avvio acquisizione allarmi -----; ; 16.06.2020 10:04:46.6620000; 16.06.2020 10:04:46.6620000
704048; ; sinumerik_alarm_plc_pmc; 16.06.2020 10:29:15.8920000; 16.06.2020 10:29:18.4280000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 16.06.2020 11:29:16.9170000; 16.06.2020 11:29:18.5840000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 16.06.2020 11:29:16.9180000; 16.06.2020 11:29:18.5850000
; -----/¨¥fÇÆ -----; ; 16.06.2020 12:12:01.7390000; 16.06.2020 12:12:01.7390000
; ----- Inicio del registro de alarmas -----; ; 16.06.2020 12:12:04.4790000; 16.06.2020 12:12:04.4790000
; ----- Start alarm acquisition -----; ; 16.06.2020 12:12:05.6000000; 16.06.2020 12:12:05.6000000
; ----- Lancement de l'acquisition des alarmes -----; ; 16.06.2020 12:12:06.9570000; 16.06.2020 12:12:06.9570000
; ----- Start Alarmerfassung -----; ; 16.06.2020 12:12:08.2340000; 16.06.2020 12:12:08.2340000
; ----- Avvio acquisizione allarmi -----; ; 16.06.2020 12:22:04.9730000; 16.06.2020 12:22:04.9730000
704048; ; sinumerik_alarm_plc_pmc; 16.06.2020 16:06:31.0650000; 16.06.2020 16:06:32.9680000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 16.06.2020 17:06:31.6880000; 16.06.2020 17:06:33.2400000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 16.06.2020 17:06:31.6890000; 16.06.2020 17:06:33.2400000
551307; Asse A_Master: sovvracaricato (Md> momento di soglia Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 16.06.2020 23:59:34.2450000; 17.06.2020 06:45:32.3850000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 16.06.2020 23:59:34.3510000; 17.06.2020 06:45:32.4980000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 17.06.2020 00:59:34.9160000; 17.06.2020 07:45:32.5900000
700124; Grob-Dämon: anomalia della funzione di ServiceLog. Eventualmente nessun accesso al supporto informatico.; sinumerik_alarm_plc_pmc; 16.06.2020 23:59:37.2230000; 17.06.2020 06:45:32.4220000
66150; verso posizione di partenza impossibile: asse Z in zona di lavoro, o pezzo ==>> canale 1 blocco N13920; sinumerik_alarm_nck; 17.06.2020 06:47:16.4370000; 17.06.2020 06:47:48.8810000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 17.06.2020 06:47:16.6300000; 17.06.2020 06:47:22.6990000
