27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 02.03.2020 00:09:18.5990000; 
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:18:59.7150000; 07.03.2020 08:18:59.9200000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:18:59.7150000; 07.03.2020 08:18:59.9200000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:18:59.7020000; 07.03.2020 08:19:00.7730000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:18:59.7020000; 07.03.2020 08:19:00.7890000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:18:59.7020000; 07.03.2020 08:19:00.8770000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:18:59.7020000; 07.03.2020 08:19:00.8930000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:18:59.7020000; 07.03.2020 08:19:00.9090000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:18:59.7020000; 07.03.2020 08:19:00.9250000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:19:00.0800000; 07.03.2020 08:19:00.2810000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:19:00.0800000; 07.03.2020 08:19:00.2810000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:19:00.0820000; 07.03.2020 08:19:00.2830000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:19:00.0820000; 07.03.2020 08:19:00.2830000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:19:00.0840000; 07.03.2020 08:19:00.2850000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:19:00.0840000; 07.03.2020 08:19:00.2850000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:19:00.0740000; 07.03.2020 08:19:01.2530000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:19:00.0740000; 07.03.2020 08:19:01.2730000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.03.2020 08:19:00.0740000; 07.03.2020 08:19:01.3370000
700200; Pneumatica: pressostato superamento della pressione (=120FC-BP1:2) manca; sinumerik_alarm_plc_pmc; 07.03.2020 08:54:59.4680000; 07.03.2020 08:55:11.2680000
910001; Controllo rottura utensile 1: rottura utensile:  Duplo n.: 0 (rimuovere tutti i pezzi rotti dalla canalina trucioli); ; 07.03.2020 18:29:53.3610000; 08.03.2020 09:32:42.4370000
6406; Canale 1: Manca la tacitazione PLC al comando 01; sinumerik_alarm_nck; 08.03.2020 09:32:39.7830000; 08.03.2020 09:32:41.1350000
16906; Canale 1: Influenza sul programma: azione 'Interrupt utente (posizione di default)' interrotta a causa di un allarme; sinumerik_alarm_nck; 08.03.2020 09:32:40.0030000; 08.03.2020 09:32:41.1350000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 08.03.2020 09:58:54.4300000; 08.03.2020 09:58:59.8000000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 08.03.2020 09:58:54.9550000; 08.03.2020 09:59:00.1780000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 08.03.2020 09:59:00.6570000; 08.03.2020 09:59:12.1750000
752811; Alimentazione refrigerante ad alta pressione OK  DB1800.DBX12.1 manca; sinumerik_alarm_plc_pmc; 08.03.2020 09:59:04.2430000; 08.03.2020 09:59:12.3640000
752827; Pressostato analogico pressione HDK raggiunta  DB1800.dbx39.0 manca; sinumerik_alarm_plc_pmc; 08.03.2020 09:59:04.2440000; 08.03.2020 09:59:12.3650000
752832; Utensile1 refrigerante ad alta pressione inserito  =1450FC3-QM3-MB1:x1 manca; sinumerik_alarm_plc_pmc; 08.03.2020 09:59:04.2440000; 08.03.2020 09:59:12.3650000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 08.03.2020 09:59:04.6320000; 08.03.2020 09:59:12.1440000
910001; Controllo rottura utensile 1: rottura utensile:  Duplo n.: 0 (rimuovere tutti i pezzi rotti dalla canalina trucioli); ; 08.03.2020 12:40:48.3720000; 09.03.2020 07:33:04.5260000
67301; Toolcheck 1 (BKM9) non in posizione iniziale  ==>> Canale 3 Set N506000; sinumerik_alarm_nck; 08.03.2020 12:41:22.1410000; 09.03.2020 07:33:02.7030000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 08.03.2020 12:41:22.2100000; 09.03.2020 07:33:04.5520000
511303; Allarme SET da canale NC 3 attivo; sinumerik_alarm_plc_pmc; 08.03.2020 12:41:22.2100000; 09.03.2020 07:33:04.5520000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 08.03.2020 12:41:22.8760000; 09.03.2020 07:33:04.5240000
910001; Controllo rottura utensile 1: rottura utensile: 4669 Duplo n.: 2 (rimuovere tutti i pezzi rotti dalla canalina trucioli); ; 09.03.2020 07:33:11.6150000; 09.03.2020 08:05:03.7990000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.0210000; 09.03.2020 07:33:34.2250000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.0210000; 09.03.2020 07:33:34.2250000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.0290000; 09.03.2020 07:33:34.2330000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.0290000; 09.03.2020 07:33:34.2330000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.0310000; 09.03.2020 07:33:34.2350000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.0310000; 09.03.2020 07:33:34.2350000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.0170000; 09.03.2020 07:33:35.0750000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.0170000; 09.03.2020 07:33:35.0910000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.0170000; 09.03.2020 07:33:35.2030000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.0170000; 09.03.2020 07:33:35.2190000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.0170000; 09.03.2020 07:33:35.2350000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.0170000; 09.03.2020 07:33:35.2510000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.3950000; 09.03.2020 07:33:34.5990000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.3950000; 09.03.2020 07:33:34.5990000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.3970000; 09.03.2020 07:33:34.6010000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.3970000; 09.03.2020 07:33:34.6010000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.3990000; 09.03.2020 07:33:34.6030000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 09.03.2020 07:33:34.3990000; 09.03.2020 07:33:34.6030000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.3890000; 09.03.2020 07:33:35.5430000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.3890000; 09.03.2020 07:33:35.5630000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.3890000; 09.03.2020 07:33:35.5880000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.3890000; 09.03.2020 07:33:35.6030000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.03.2020 07:33:34.3890000; 09.03.2020 07:33:35.6590000
67301; Toolcheck 1 (BKM9) non in posizione iniziale  ==>> Canale 3 Set N103500; sinumerik_alarm_nck; 09.03.2020 07:46:24.4030000; 09.03.2020 08:05:02.1700000
511303; Allarme SET da canale NC 3 attivo; sinumerik_alarm_plc_pmc; 09.03.2020 07:46:24.4800000; 09.03.2020 08:05:02.9700000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 09.03.2020 07:46:25.0390000; 09.03.2020 08:05:03.3950000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:33:40.2400000; 09.03.2020 09:33:57.8770000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_MARKERSI[74], NCK: 0; SI - KDV MARKERSIP[74] Autorizzazione dispositivo di serraggio; sinumerik_alarm_nck; 09.03.2020 09:33:40.2400000; 09.03.2020 09:33:57.8770000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:40.2440000; 09.03.2020 09:33:40.2450000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:33:57.9160000; 09.03.2020 09:33:58.9960000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:33:57.9200000; 09.03.2020 09:33:57.9220000
12080; Canale 1: Blocco 39: errore di sintassi nel testo = ENDFOR; sinumerik_alarm_nck; 09.03.2020 09:36:04.6580000; 09.03.2020 09:36:43.3390000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_MARKERSIP[74], NCK: 0; SI - KDV MARKERSIP[74] Autorizzazione dispositivo di serraggio; sinumerik_alarm_nck; 09.03.2020 09:49:12.1710000; 09.03.2020 09:49:17.8300000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:49:12.1730000; 09.03.2020 09:49:17.8300000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:12.1770000; 09.03.2020 09:49:12.1780000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_OUTSE[41], NCK: 0; SI - KDV OUTSEP[41] - OUTSEP41; Giunto 1, tavola circolare, pressione; sinumerik_alarm_nck; 09.03.2020 09:49:17.8290000; 09.03.2020 09:49:18.9330000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8330000; 09.03.2020 09:49:17.8750000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8330000; 09.03.2020 09:49:17.8750000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8330000; 09.03.2020 09:49:17.8750000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8330000; 09.03.2020 09:49:17.8750000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8370000; 09.03.2020 09:49:17.8750000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8370000; 09.03.2020 09:49:17.8750000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8370000; 09.03.2020 09:49:17.8750000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8370000; 09.03.2020 09:49:17.8750000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8410000; 09.03.2020 09:49:17.8750000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8410000; 09.03.2020 09:49:17.8750000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8410000; 09.03.2020 09:49:17.8750000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:17.8410000; 09.03.2020 09:49:17.8750000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:49:17.8650000; 09.03.2020 09:49:18.9330000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 09.03.2020 09:49:18.4790000; 09.03.2020 09:49:21.1670000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_OUTSE[41], NCK: 0; SI - KDV OUTSEP[41] - OUTSEP41; Giunto 1, tavola circolare, pressione; sinumerik_alarm_nck; 09.03.2020 09:49:18.9410000; 09.03.2020 09:49:20.0130000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:18.9450000; 09.03.2020 09:49:18.9800000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:49:18.9780000; 09.03.2020 09:49:20.0130000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_OUTSE[41], NCK: 0; SI - KDV OUTSEP[41] - OUTSEP41; Giunto 1, tavola circolare, pressione; sinumerik_alarm_nck; 09.03.2020 09:49:20.0180000; 09.03.2020 09:49:21.1200000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0220000; 09.03.2020 09:49:20.0610000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0260000; 09.03.2020 09:49:20.0610000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0260000; 09.03.2020 09:49:20.0610000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0260000; 09.03.2020 09:49:20.0610000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:20.0260000; 09.03.2020 09:49:20.0610000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:49:20.0540000; 09.03.2020 09:49:21.1200000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_OUTSE[41], NCK: 0; SI - KDV OUTSEP[41] - OUTSEP41; Giunto 1, tavola circolare, pressione; sinumerik_alarm_nck; 09.03.2020 09:49:21.1290000; 09.03.2020 09:49:25.1130000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:21.1330000; 09.03.2020 09:49:21.1670000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:49:21.1650000; 09.03.2020 09:49:25.1130000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_OUTSE[41], NCK: 0; SI - KDV OUTSEP[41] - OUTSEP41; Giunto 1, tavola circolare, pressione; sinumerik_alarm_nck; 09.03.2020 09:49:25.1180000; 09.03.2020 09:49:26.2250000
27021; Asse X_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse Y_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse Z_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse B_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse A_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse SP1 stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse Q_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse EL1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1220000; 09.03.2020 09:49:25.1570000
27021; Asse ES1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1260000; 09.03.2020 09:49:25.1570000
27021; Asse E_1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1260000; 09.03.2020 09:49:25.1570000
27021; Asse ZM1_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1260000; 09.03.2020 09:49:25.1570000
27021; Asse Y_2_ stop D attivato; sinumerik_alarm_nck; 09.03.2020 09:49:25.1260000; 09.03.2020 09:49:25.1570000
27091; Errore nel confronto Incrociato dei dati NCK-PLC, stop da PLC; sinumerik_alarm_nck; 09.03.2020 09:49:25.1540000; 09.03.2020 09:49:26.2250000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 09.03.2020 09:49:25.8350000; 09.03.2020 09:49:26.0660000
27090; Errore nel confronto. incrociato dei dati NCK-PLC, $A_OUTSE[41], NCK: 0; SI - KDV OUTSEP[41] - OUTSEP41; Giunto 1, tavola circolare, pressione; sinumerik_alarm_nck; 09.03.2020 09:49:26.2300000; 09.03.2020 09:49:38.1640000
