27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 01.02.2020 00:34:35.6560000; 
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 11:57:14.5110000; 14.02.2020 11:57:15.7340000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 11:57:14.8900000; 14.02.2020 11:57:15.0940000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 11:57:14.8900000; 14.02.2020 11:57:15.0940000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 11:57:14.8920000; 14.02.2020 11:57:15.0960000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 11:57:14.8920000; 14.02.2020 11:57:15.0960000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 11:57:14.8940000; 14.02.2020 11:57:15.0980000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 11:57:14.8940000; 14.02.2020 11:57:15.0980000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 11:57:14.8830000; 14.02.2020 11:57:16.0500000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 11:57:14.8830000; 14.02.2020 11:57:16.0740000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 11:57:14.8830000; 14.02.2020 11:57:16.0860000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 11:57:14.8830000; 14.02.2020 11:57:16.1060000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 11:57:14.8830000; 14.02.2020 11:57:16.1500000
700200; Pneumatica: pressostato superamento della pressione (=120FC-BP1:2) manca; sinumerik_alarm_plc_pmc; 14.02.2020 13:53:36.8880000; 14.02.2020 13:53:55.4620000
14155; Canale 3: Blocco N40 definizione del frame di base non valida per offset portautensile; sinumerik_alarm_nck; 14.02.2020 14:15:15.6960000; 14.02.2020 14:15:16.3820000
14155; Canale 3: Blocco N40 definizione del frame di base non valida per offset portautensile; sinumerik_alarm_nck; 14.02.2020 14:15:16.3990000; 14.02.2020 14:15:16.6620000
14155; Canale 3: Blocco N40 definizione del frame di base non valida per offset portautensile; sinumerik_alarm_nck; 14.02.2020 14:15:16.6790000; 14.02.2020 14:15:16.8300000
14155; Canale 3: Blocco N40 definizione del frame di base non valida per offset portautensile; sinumerik_alarm_nck; 14.02.2020 14:15:16.8470000; 14.02.2020 14:15:17.0780000
14155; Canale 3: Blocco N40 definizione del frame di base non valida per offset portautensile; sinumerik_alarm_nck; 14.02.2020 14:15:17.0950000; 14.02.2020 14:15:18.2470000
14155; Canale 3: Blocco N40 definizione del frame di base non valida per offset portautensile; sinumerik_alarm_nck; 14.02.2020 14:15:18.2640000; 14.02.2020 14:15:18.3830000
14155; Canale 3: Blocco N40 definizione del frame di base non valida per offset portautensile; sinumerik_alarm_nck; 14.02.2020 14:15:18.4000000; 14.02.2020 14:15:36.5810000
910001; Controllo rottura utensile 1: rottura utensile:  Duplo n.: 0 (rimuovere tutti i pezzi rotti dalla canalina trucioli); ; 14.02.2020 14:45:10.1820000; 14.02.2020 15:05:13.0860000
1011; Canale 1: N41100  errore di sistema 500551; sinumerik_alarm_nck; 14.02.2020 15:35:59.0050000; 14.02.2020 15:38:31.5260000
25050; Asse A_1_ sorveglianza del profilo; sinumerik_alarm_nck; 14.02.2020 15:44:15.3190000; 14.02.2020 15:44:25.6650000
540307; Asse Z: sovvracaricato (Md> momento di soglia Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 14.02.2020 15:44:15.4790000; 14.02.2020 15:44:25.9830000
700124; Grob-Dämon: anomalia della funzione di ServiceLog. Eventualmente nessun accesso al supporto informatico.; sinumerik_alarm_plc_pmc; 14.02.2020 15:44:15.9260000; 14.02.2020 15:44:26.0210000
703736; Riparo di carico: è presente un'anomalia nel convertitore --> vedi immagine diagnostica S120; sinumerik_alarm_plc_pmc; 14.02.2020 15:44:16.6450000; 14.02.2020 15:44:25.9060000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:44:16.8520000; 14.02.2020 15:44:26.9670000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:44:16.8520000; 14.02.2020 15:44:26.9670000
703736; Riparo di carico: è presente un'anomalia nel convertitore --> vedi immagine diagnostica S120; sinumerik_alarm_plc_pmc; 14.02.2020 15:44:33.9570000; 14.02.2020 15:44:58.4670000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:47.8450000; 14.02.2020 15:44:48.0490000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:47.8450000; 14.02.2020 15:44:48.0490000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:47.8530000; 14.02.2020 15:44:48.0570000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:47.8530000; 14.02.2020 15:44:48.0570000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:47.8550000; 14.02.2020 15:44:48.0590000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:47.8550000; 14.02.2020 15:44:48.0590000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:47.8430000; 14.02.2020 15:44:48.9070000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:47.8430000; 14.02.2020 15:44:48.9230000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:47.8420000; 14.02.2020 15:44:49.0110000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:47.8420000; 14.02.2020 15:44:49.0270000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:47.8420000; 14.02.2020 15:44:49.0440000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:47.8420000; 14.02.2020 15:44:49.0590000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:48.2310000; 14.02.2020 15:44:48.4350000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:48.2310000; 14.02.2020 15:44:48.4360000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:48.2330000; 14.02.2020 15:44:48.4370000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:48.2330000; 14.02.2020 15:44:48.4370000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:48.2350000; 14.02.2020 15:44:48.4390000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 14.02.2020 15:44:48.2350000; 14.02.2020 15:44:48.4390000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:48.2260000; 14.02.2020 15:44:49.3830000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:48.2260000; 14.02.2020 15:44:49.3990000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:48.2260000; 14.02.2020 15:44:49.4150000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:48.2260000; 14.02.2020 15:44:49.4390000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 14.02.2020 15:44:48.2260000; 14.02.2020 15:44:49.4950000
10621; Canale 1: L'asse Z_1_ è sul finecorsa software  ; sinumerik_alarm_nck; 14.02.2020 15:45:07.2420000; 14.02.2020 15:45:10.0030000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 14.02.2020 15:46:21.1700000; 14.02.2020 15:46:41.9790000
67101; Mandrino 1: pinza di serraggio non bloccata   ==>> Canale 1 Set N50400; sinumerik_alarm_nck; 14.02.2020 15:50:34.4790000; 14.02.2020 15:50:36.2040000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:34.5470000; 14.02.2020 15:50:36.8400000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:35.2460000; 14.02.2020 15:50:37.0820000
704350; Assenza utensile nel mandrino 1 peró dati utensile nella gestione degli utensili; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:36.3380000; 14.02.2020 15:50:37.2040000
704350; Assenza utensile nel mandrino 1 peró dati utensile nella gestione degli utensili; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:39.9080000; 14.02.2020 15:50:40.9580000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:40.3920000; 14.02.2020 15:50:41.3420000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:40.3920000; 14.02.2020 15:50:41.3420000
67101; Mandrino 1: pinza di serraggio non bloccata   ==>> Canale 1 Set N50400; sinumerik_alarm_nck; 14.02.2020 15:50:54.4900000; 14.02.2020 15:55:29.7140000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:54.6630000; 14.02.2020 15:55:30.1780000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:50:55.2890000; 14.02.2020 15:55:30.2660000
704350; Assenza utensile nel mandrino 1 peró dati utensile nella gestione degli utensili; sinumerik_alarm_plc_pmc; 14.02.2020 15:55:29.6780000; 14.02.2020 16:02:53.8440000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:55:31.7390000; 14.02.2020 16:02:53.9260000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 15:55:31.7400000; 14.02.2020 16:02:53.9270000
910001; Controllo rottura utensile 1: rottura utensile:  Duplo n.: 0 (rimuovere tutti i pezzi rotti dalla canalina trucioli); ; 14.02.2020 16:12:40.3260000; 14.02.2020 16:17:46.5180000
22069; Canale 1: Blocco N9200 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 4731, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 14.02.2020 16:17:40.1390000; 14.02.2020 16:17:45.3940000
66150; verso posizione di partenza impossibile: asse Z in zona di lavoro, o pezzo ==>> canale 1 blocco N13920; sinumerik_alarm_nck; 14.02.2020 16:20:40.5110000; 14.02.2020 16:20:46.8660000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 14.02.2020 16:20:40.6830000; 14.02.2020 16:20:47.7160000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 14.02.2020 16:20:42.0950000; 14.02.2020 16:20:48.0730000
6406; Canale 1: Manca la tacitazione PLC al comando 01; sinumerik_alarm_nck; 14.02.2020 16:42:45.6070000; 14.02.2020 16:42:59.0070000
16906; Canale 1: Influenza sul programma: azione 'Interrupt utente (posizione di default)' interrotta a causa di un allarme; sinumerik_alarm_nck; 14.02.2020 16:42:45.8190000; 14.02.2020 16:42:47.9490000
754954; Magazzino utensili ausiliario: destinazione magazzino 1/1 posto uguale posizioe delle asse Q   manca; sinumerik_alarm_plc_pmc; 14.02.2020 17:01:12.1990000; 14.02.2020 17:02:11.8810000
754987; Asse Q1: mag. 1/1 in posizione griglia verso punto di caricamento   manca; sinumerik_alarm_plc_pmc; 14.02.2020 17:01:12.1990000; 14.02.2020 17:02:11.8820000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 14.02.2020 17:57:06.9550000; 17.02.2020 08:22:37.7130000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.5330000; 16.02.2020 00:10:35.7370000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.5330000; 16.02.2020 00:10:35.7370000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.5410000; 16.02.2020 00:10:35.7450000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.5410000; 16.02.2020 00:10:35.7450000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.5430000; 16.02.2020 00:10:35.7470000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.5430000; 16.02.2020 00:10:35.7470000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.5290000; 16.02.2020 00:10:36.5950000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.5290000; 16.02.2020 00:10:36.6100000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.5300000; 16.02.2020 00:10:36.7220000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.5300000; 16.02.2020 00:10:36.7380000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.5300000; 16.02.2020 00:10:36.7550000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.5300000; 16.02.2020 00:10:36.7700000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.9070000; 16.02.2020 00:10:36.1110000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.9070000; 16.02.2020 00:10:36.1110000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.9090000; 16.02.2020 00:10:36.1130000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.9090000; 16.02.2020 00:10:36.1130000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.9110000; 16.02.2020 00:10:36.1150000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 16.02.2020 00:10:35.9110000; 16.02.2020 00:10:36.1150000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.9010000; 16.02.2020 00:10:37.0630000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.9010000; 16.02.2020 00:10:37.0860000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.9010000; 16.02.2020 00:10:37.1030000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.9010000; 16.02.2020 00:10:37.1190000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 16.02.2020 00:10:35.9010000; 16.02.2020 00:10:37.1430000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:00.8890000; 17.02.2020 00:15:01.0930000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:00.8890000; 17.02.2020 00:15:01.0930000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:00.8970000; 17.02.2020 00:15:01.1010000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:00.8970000; 17.02.2020 00:15:01.1010000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:00.8990000; 17.02.2020 00:15:01.1030000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:00.8990000; 17.02.2020 00:15:01.1030000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:00.8860000; 17.02.2020 00:15:01.9470000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:00.8860000; 17.02.2020 00:15:01.9630000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:00.8860000; 17.02.2020 00:15:02.0670000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:00.8860000; 17.02.2020 00:15:02.0990000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:00.8860000; 17.02.2020 00:15:02.1310000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:00.8860000; 17.02.2020 00:15:02.1880000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:01.2750000; 17.02.2020 00:15:01.4790000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:01.2750000; 17.02.2020 00:15:01.4790000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:01.2770000; 17.02.2020 00:15:01.4810000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:01.2770000; 17.02.2020 00:15:01.4810000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:01.2790000; 17.02.2020 00:15:01.4830000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 17.02.2020 00:15:01.2790000; 17.02.2020 00:15:01.4830000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:01.2700000; 17.02.2020 00:15:02.4350000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:01.2700000; 17.02.2020 00:15:02.4510000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:01.2700000; 17.02.2020 00:15:02.4710000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 17.02.2020 00:15:01.2700000; 17.02.2020 00:15:02.5310000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 17.02.2020 09:09:35.8860000; 17.02.2020 09:09:36.7810000
6406; Canale 1: Manca la tacitazione PLC al comando 01; sinumerik_alarm_nck; 17.02.2020 13:57:20.7120000; 17.02.2020 13:57:21.4840000
16906; Canale 1: Influenza sul programma: azione 'Interrupt utente (posizione di default)' interrotta a causa di un allarme; sinumerik_alarm_nck; 17.02.2020 13:57:20.9310000; 17.02.2020 13:57:21.4840000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 17.02.2020 14:11:14.1360000; 17.02.2020 14:11:23.8660000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 17.02.2020 14:11:15.2510000; 17.02.2020 14:11:24.5960000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 17.02.2020 14:14:44.2720000; 17.02.2020 14:14:57.6740000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 17.02.2020 14:14:44.7980000; 17.02.2020 14:14:58.4630000
752811; Alimentazione refrigerante ad alta pressione OK  DB1800.DBX12.1 manca; sinumerik_alarm_plc_pmc; 17.02.2020 14:14:54.2360000; 17.02.2020 14:14:58.5440000
752827; Pressostato analogico pressione HDK raggiunta  DB1800.dbx39.0 manca; sinumerik_alarm_plc_pmc; 17.02.2020 14:14:54.2360000; 17.02.2020 14:14:58.5450000
752832; Utensile1 refrigerante ad alta pressione inserito  =1450FC3-QM3-MB1:x1 manca; sinumerik_alarm_plc_pmc; 17.02.2020 14:14:54.2360000; 17.02.2020 14:14:58.5450000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 17.02.2020 16:50:04.1650000; 17.02.2020 16:55:50.1800000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 17.02.2020 18:27:20.4440000; 18.02.2020 08:14:38.0420000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:15.6830000; 18.02.2020 00:31:15.8870000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:15.6830000; 18.02.2020 00:31:15.8870000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:15.6910000; 18.02.2020 00:31:15.8950000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:15.6910000; 18.02.2020 00:31:15.8950000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:15.6930000; 18.02.2020 00:31:15.8970000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:15.6930000; 18.02.2020 00:31:15.8970000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:15.6780000; 18.02.2020 00:31:16.7410000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:15.6780000; 18.02.2020 00:31:16.7610000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:15.6780000; 18.02.2020 00:31:16.8460000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:15.6780000; 18.02.2020 00:31:16.8610000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:15.6780000; 18.02.2020 00:31:16.8780000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:15.6780000; 18.02.2020 00:31:16.8930000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:16.0700000; 18.02.2020 00:31:16.2740000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:16.0700000; 18.02.2020 00:31:16.2740000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:16.0720000; 18.02.2020 00:31:16.2760000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:16.0720000; 18.02.2020 00:31:16.2760000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:16.0740000; 18.02.2020 00:31:16.2780000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 18.02.2020 00:31:16.0740000; 18.02.2020 00:31:16.2780000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:16.0630000; 18.02.2020 00:31:17.2050000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:16.0630000; 18.02.2020 00:31:17.2210000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 18.02.2020 00:31:16.0630000; 18.02.2020 00:31:17.2410000
