27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 04.05.2020 06:02:58.2100000; 
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.3670000; 11.05.2020 06:21:56.5710000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.3750000; 11.05.2020 06:21:56.5790000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.3750000; 11.05.2020 06:21:56.5790000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.3770000; 11.05.2020 06:21:56.5810000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.3770000; 11.05.2020 06:21:56.5810000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.3670000; 11.05.2020 06:21:57.4340000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.3670000; 11.05.2020 06:21:57.4540000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.3680000; 11.05.2020 06:21:57.5460000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.3680000; 11.05.2020 06:21:57.5620000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.3680000; 11.05.2020 06:21:57.5780000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.3680000; 11.05.2020 06:21:57.5970000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.7410000; 11.05.2020 06:21:56.9450000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.7410000; 11.05.2020 06:21:56.9450000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.7430000; 11.05.2020 06:21:56.9470000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.7430000; 11.05.2020 06:21:56.9470000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.7450000; 11.05.2020 06:21:56.9490000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 11.05.2020 06:21:56.7450000; 11.05.2020 06:21:56.9490000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.7390000; 11.05.2020 06:21:57.8700000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.7390000; 11.05.2020 06:21:57.8890000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.7390000; 11.05.2020 06:21:57.9050000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.7390000; 11.05.2020 06:21:57.9180000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 11.05.2020 06:21:56.7390000; 11.05.2020 06:21:57.9370000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 11.05.2020 06:56:48.3190000; 11.05.2020 06:56:57.9120000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 11.05.2020 06:56:50.4040000; 11.05.2020 06:56:53.5920000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 11.05.2020 07:01:06.0810000; 11.05.2020 07:01:42.3200000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 11.05.2020 07:01:22.4170000; 11.05.2020 07:01:31.8680000
754942; Beladestelle Scheibenmagazin aktiv   fehlt; sinumerik_alarm_plc_pmc; 11.05.2020 07:14:46.1190000; 11.05.2020 07:15:15.3680000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 11.05.2020 07:16:01.9400000; 11.05.2020 07:16:24.8770000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 11.05.2020 07:16:03.7510000; 11.05.2020 07:16:11.1460000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 07:25:15.3670000; 11.05.2020 07:25:17.4930000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 07:26:55.5340000; 11.05.2020 07:26:58.1290000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 07:28:37.1150000; 11.05.2020 07:28:40.7070000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 07:29:30.4230000; 11.05.2020 07:29:33.2280000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 08:41:32.5780000; 11.05.2020 08:41:36.3060000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 08:43:11.3670000; 11.05.2020 08:43:14.4980000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 08:44:51.3400000; 11.05.2020 08:44:55.0110000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 08:45:44.4980000; 11.05.2020 08:45:47.2810000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 09:59:34.5560000; 11.05.2020 09:59:38.1920000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 10:01:13.0750000; 11.05.2020 10:01:16.6710000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 10:02:53.3390000; 11.05.2020 10:02:57.1830000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 10:03:45.9480000; 11.05.2020 10:03:49.5080000
10621; Kanal 1: Achse X_1_ steht auf Softwareendschalter - ; sinumerik_alarm_nck; 11.05.2020 10:55:22.0510000; 11.05.2020 10:55:23.6760000
510008; Vorsicht Crashgefahr! Achsen wurden in JOG verfahren und repositionieren auf kürzesten Weg zurück!; sinumerik_alarm_plc_pmc; 11.05.2020 11:02:43.9670000; 11.05.2020 11:02:53.7580000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 11:31:01.0750000; 11.05.2020 11:31:04.7890000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 11:32:39.7230000; 11.05.2020 11:32:43.0720000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 11:34:19.8990000; 11.05.2020 11:34:23.5560000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 11.05.2020 11:35:12.4530000; 11.05.2020 11:35:16.2220000
27251; PROFIsafe: F-Modul 1022, Master meldet Fehler CRC; sinumerik_alarm_nck; 11.05.2020 14:30:40.0550000; 
27021; Achse X_1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse Y_1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse Z_1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse B_1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse A_1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse SP1 Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse Q_1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse EL1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse ES1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse E_1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse ZM1_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
27021; Achse Y_2_ Stop D ausgelöst; sinumerik_alarm_nck; 11.05.2020 14:30:40.0590000; 
; ----- Start Alarmerfassung -----; ; 12.05.2020 06:02:11.4830000; 12.05.2020 06:02:11.4830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 06:02:00.9630000; 12.05.2020 06:02:20.8000000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.5920000; 12.05.2020 06:02:53.7960000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.5920000; 12.05.2020 06:02:53.7960000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.6000000; 12.05.2020 06:02:53.8040000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.6000000; 12.05.2020 06:02:53.8040000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.6020000; 12.05.2020 06:02:53.8060000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.6020000; 12.05.2020 06:02:53.8060000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.5880000; 12.05.2020 06:02:54.6540000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.5880000; 12.05.2020 06:02:54.6700000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.5890000; 12.05.2020 06:02:54.7770000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.5890000; 12.05.2020 06:02:54.7930000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.5890000; 12.05.2020 06:02:54.8100000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.5890000; 12.05.2020 06:02:54.8260000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.9660000; 12.05.2020 06:02:54.1700000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.9660000; 12.05.2020 06:02:54.1700000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.9680000; 12.05.2020 06:02:54.1720000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.9680000; 12.05.2020 06:02:54.1720000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.9700000; 12.05.2020 06:02:54.1740000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 06:02:53.9700000; 12.05.2020 06:02:54.1740000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.9590000; 12.05.2020 06:02:55.0970000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.9590000; 12.05.2020 06:02:55.1140000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.9590000; 12.05.2020 06:02:55.1380000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.9590000; 12.05.2020 06:02:55.1550000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 06:02:53.9590000; 12.05.2020 06:02:55.1660000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 12.05.2020 07:24:49.3280000; 12.05.2020 07:25:23.2310000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 12.05.2020 07:25:11.2250000; 12.05.2020 07:25:14.1350000
560127; Spindel: programmierte Drehzahl kleiner als die minimale Spindeldrehzahl; sinumerik_alarm_plc_pmc; 12.05.2020 07:37:32.9610000; 12.05.2020 07:39:08.2000000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 12.05.2020 07:40:37.8710000; 12.05.2020 07:41:05.0630000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 12.05.2020 07:40:52.5560000; 12.05.2020 07:40:57.2340000
560127; Spindel: programmierte Drehzahl kleiner als die minimale Spindeldrehzahl; sinumerik_alarm_plc_pmc; 12.05.2020 07:41:22.3390000; 12.05.2020 07:41:48.9920000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 12.05.2020 07:45:18.9880000; 12.05.2020 07:45:51.1690000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 12.05.2020 07:45:33.8950000; 12.05.2020 07:45:40.2500000
560127; Spindel: programmierte Drehzahl kleiner als die minimale Spindeldrehzahl; sinumerik_alarm_plc_pmc; 12.05.2020 07:46:01.5740000; 12.05.2020 07:46:18.6530000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 12.05.2020 07:48:14.5130000; 12.05.2020 07:48:40.9230000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 12.05.2020 07:48:29.3040000; 12.05.2020 07:48:34.1780000
62303; Kanal 1: Satz N1153: Vertrauensbereich überschritten ; sinumerik_alarm_nck; 12.05.2020 10:45:10.8620000; 12.05.2020 10:46:30.3000000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 12.05.2020 10:48:12.4370000; 12.05.2020 10:48:48.5600000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 12.05.2020 10:48:34.1010000; 12.05.2020 10:48:37.5190000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:34.9440000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:35.1120000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:35.3200000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:35.5200000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:35.7200000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:35.9280000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:36.0960000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:36.3040000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:36.5120000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:36.7130000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:36.9210000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:37.1290000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:37.3290000; 12.05.2020 15:56:37.5950000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:37.4970000; 12.05.2020 15:56:37.5950000
16927; Kanal 2: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 12.05.2020 15:56:37.7170000; 12.05.2020 15:56:39.4340000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:48.7510000; 12.05.2020 15:58:48.9550000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:48.7510000; 12.05.2020 15:58:48.9550000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:48.7590000; 12.05.2020 15:58:48.9630000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:48.7590000; 12.05.2020 15:58:48.9630000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:48.7610000; 12.05.2020 15:58:48.9650000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:48.7610000; 12.05.2020 15:58:48.9650000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:48.7530000; 12.05.2020 15:58:49.8050000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:48.7530000; 12.05.2020 15:58:49.8290000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:48.7540000; 12.05.2020 15:58:49.9210000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:48.7540000; 12.05.2020 15:58:49.9340000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:48.7540000; 12.05.2020 15:58:49.9500000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:48.7540000; 12.05.2020 15:58:49.9660000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:49.1370000; 12.05.2020 15:58:49.3410000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:49.1370000; 12.05.2020 15:58:49.3410000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:49.1390000; 12.05.2020 15:58:49.3430000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:49.1390000; 12.05.2020 15:58:49.3430000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:49.1410000; 12.05.2020 15:58:49.3450000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 12.05.2020 15:58:49.1410000; 12.05.2020 15:58:49.3450000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:49.1370000; 12.05.2020 15:58:50.2780000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:49.1370000; 12.05.2020 15:58:50.2980000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:49.1370000; 12.05.2020 15:58:50.3130000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:49.1370000; 12.05.2020 15:58:50.3290000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 12.05.2020 15:58:49.1370000; 12.05.2020 15:58:50.3450000
; ----- Start Alarmerfassung -----; ; 13.05.2020 05:32:12.2830000; 13.05.2020 05:32:12.2830000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.4390000; 13.05.2020 05:48:41.6430000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.4390000; 13.05.2020 05:48:41.6430000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.4470000; 13.05.2020 05:48:41.6510000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.4470000; 13.05.2020 05:48:41.6510000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.4490000; 13.05.2020 05:48:41.6530000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.4490000; 13.05.2020 05:48:41.6530000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.4360000; 13.05.2020 05:48:42.4930000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.4360000; 13.05.2020 05:48:42.5090000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.4350000; 13.05.2020 05:48:42.6200000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.4350000; 13.05.2020 05:48:42.6360000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.4350000; 13.05.2020 05:48:42.6680000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.4350000; 13.05.2020 05:48:42.6920000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.8130000; 13.05.2020 05:48:42.0170000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.8130000; 13.05.2020 05:48:42.0170000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.8150000; 13.05.2020 05:48:42.0190000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.8150000; 13.05.2020 05:48:42.0190000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.8170000; 13.05.2020 05:48:42.0210000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 13.05.2020 05:48:41.8170000; 13.05.2020 05:48:42.0210000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.8070000; 13.05.2020 05:48:42.9520000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 13.05.2020 05:48:41.8070000; 13.05.2020 05:48:42.9680000
